geneName	AL3.1,AL3.2	ALP.1,ALP.2	AWP.1,AWP.2	EL3.1,EL3.2	ELP.1,ELP.2	EWP.1,EWP.2	LL3.1,LL3.2	LLP.1,LLP.2	LWP.1,LWP.2	WL3.1,WL3.2	WLP.1,WLP.2	WWP.1,WWP.2
FBgn0015781	168.12.00	165.33.00	66.28.00	81.36.00	167.21.00	76.04.00	201.06.00	100.58.00	190.55.00	74.46.00	83.38.00	49.11.00
FBgn0015789	135.38.00	137.03.00	113.24.00	46.23.00	190.38.00	178.18.00	163.31.00	72.21.00	184.57.00	123.55.00	39.54.00	158.14.00
FBgn0015790	174.09.00	118.27.00	316.06.00	207.21.00	133.25.00	278.06.00	222.08.00	145.23.00	246.52.00	280.53.00	116.26.00	235.42.00
FBgn0015791	132.01.00	96.05.00	99.33.00	65.09.00	227.36.00	150.19.00	100.29.00	161.29.00	157.51.00	51.28.00	166.14.00	165.12.00
FBgn0015793	160.24.00	196.36.00	134.43.00	47.41.00	145.03.00	95.47.00	32.36.00	177.05.00	122.45.00	172.49.00	42.21.00	75.08.00
FBgn0015794	87.53.00	106.57.00	48.08.00	37.23.00	99.07.00	115.39.00	143.31.00	176.17.00	217.59.00	114.15.00	58.03.00	162.42.00
FBgn0015795	84.19.00	151.28.00	166.33.00	176.52.00	117.04.00	142.14.00	125.26.00	223.39.00	127.15.00	138.24.00	151.44.00	145.35.00
FBgn0015797	44.58.00	60.22.00	118.42.00	81.28.00	67.45.00	86.57.00	107.52.00	68.27.00	108.09.00	224.16.00	76.19.00	120.55.00
FBgn0015799	91.07.00	12.36	160.46.00	134.55.00	1487.25.00	132.12.00	176.04.00	1117.45.00	139.21.00	99.15.00	1174.05.00	109.46.00
FBgn0015801	115.21.00	161.29.00	164.29.00	104.55.00	48.16.00	109.45.00	169.56.00	107.53.00	123.51.00	177.32.00	68.56.00	170.46.00
FBgn0015803	1435.13.00	141.43.00	29.11.00	64.52.00	122.39.00	124.44.00	159.26.00	12.46	44.52.00	62.05.00	300.13.00	31.12.00
FBgn0015805	106.04.00	101.09.00	151.36.00	145.6	48.48.00	134.12.00	207.34.00	1110.58.00	132.48.00	319.52.00	1053.07.00	153.03.00
FBgn0015806	43.36.00	108.04.00	146.59.00	18.37	1295.47.00	97.34.00	24.08.00	414.54.00	136.46.00	188.29.00	89.51.00	41.47.00
FBgn0015808	55.53.00	211.47.00	155.51.00	126.54.00	133.23.00	135.25.00	120.56.00	116.23.00	63.38.00	121.54.00	264.03.00	218.06.00
FBgn0015818	68.04.00	942.08.00	132.07.00	174.31.00	1104.11.00	77.04.00	153.56.00	1031.36.00	168.55.00	145.03.00	969.23.00	149.28.00
FBgn0015828	97.33.00	108.31.00	31.22.00	172.57.00	80.35.00	106.27.00	152.13.00	135.51.00	42.36.00	62.57.00	20.45	97.06.00
FBgn0015829	110.25.00	144.43.00	109.31.00	63.04.00	25.38.00	154.48.00	89.04.00	163.59.00	196.11.00	53.22.00	101.36.00	183.26.00
FBgn0015831	4348.36.00	129.38.00	798.59.00	826.37.00	3242.08.00	6101.26.00	7089.07.00	3316.17.00	700.36.00	372.47.00	0	5360.29.00
FBgn0015834	448.37.00	180.05.00	478.29.00	501.58.00	234.28.00	498.05.00	545.29.00	162.48.00	546.19.00	591.58.00	167.13.00	625.32.00
FBgn0015838	52.07.00	156.52.00	78.35.00	96.25.00	15.27	158.39.00	178.39.00	434.58.00	151.51.00	112.29.00	112.21.00	65.02.00
FBgn0015872	308.18.00	114.37.00	165.52.00	6188.53.00	1115.02.00	123.56.00	22.18	60.38.00	93.48.00	143.04.00	84.22.00	1287.18.00
FBgn0015903	169.23.00	22.29	1215.17.00	71.07.00	38.05.00	358.31.00	59.53.00	170.52.00	1308.11.00	16.26	49.22.00	909.06.00
FBgn0015904	1445.38.00	2752.23.00	146.01.00	127.05.00	1228.34.00	145.39.00	72.29.00	49.55.00	77.28.00	159.51.00	41.33.00	184.27.00
FBgn0015905	1366.41.00	759.13.00	124.32.00	1240.06.00	100.15.00	1573.13.00	23.04	23.13	1227.47.00	29.16.00	420.24.00	87.28.00
FBgn0015919	1270.17.00	3724.22.00	1456.27.00	11.02	1170.24.00	158.08.00	440.46.00	557.53.00	1049.23.00	180.09.00	28.34.00	72.03.00
FBgn0015924	28.17.00	183.25.00	44.32.00	94.24.00	166.32.00	174.25.00	155.05.00	53.27.00	100.25.00	79.26.00	149.33.00	22.49
FBgn0015925	68.37.00	134.16.00	175.41.00	33.13.00	1027.28.00	40.09.00	100.24.00	1032.15.00	16.25	38.27.00	863.51.00	94.49.00
FBgn0015926	560.46.00	1970.55.00	434.06.00	141.29.00	355.28.00	1651.15.00	76.31.00	16165.28.00	1351.38.00	132.28.00	3163.26.00	1202.41.00
FBgn0015929	86.15.00	372.47.00	138.12.00	72.25.00	36.02.00	51.51.00	111.22.00	9882.22.00	64.08.00	152.44.00	743.48.00	42.42.00
FBgn0015946	5523.44.00	68.32.00	9856.26.00	907.32.00	625.19.00	300.15.00	4784.23.00	791.43.00	6454.12.00	0	13458.44.00	14126.49.00
FBgn0015949	186.43.00	24.34.00	231.16.00	78.54.00	146.11.00	56.51.00	121.59.00	13.36	179.54.00	187.53.00	128.29.00	193.36.00
FBgn0016013	257.42.00	185.37.00	853.59.00	13.11	113.12.00	1509.21.00	257.47.00	71.12.00	111.22.00	81.31.00	29.19.00	52.22.00
FBgn0016031	140.09.00	143.44.00	78.09.00	117.33.00	139.27.00	52.01.00	41.12.00	81.26.00	174.25.00	84.15.00	37.54.00	149.21.00
FBgn0016032	785.13.00	102.28.00	5.04	141.49.00	132.31.00	123.17.00	544.02.00	38.26.00	85.15.00	707.02.00	1338.49.00	674.26.00
FBgn0016034	136.36.00	15420.04.00	84.15.00	65.02.00	1014.45.00	59.11.00	1187.33.00	5454.57.00	1501.34.00	1247.29.00	1723.11.00	84.58.00
FBgn0016036	7844.03.00	203.08.00	11705.35.00	5403.08.00	4357.03.00	5820.27.00	6884.34.00	0	4245.48.00	6866.15.00	1111.21.00	517.18.00
FBgn0016038	219.28.00	107.36.00	108.11.00	168.32.00	100.17.00	124.03.00	203.26.00	136.04.00	188.32.00	79.26.00	68.26.00	121.06.00
FBgn0016041	40.48.00	51.46.00	147.34.00	98.01.00	59.23.00	123.43.00	73.44.00	119.59.00	44.38.00	172.52.00	15.07	190.16.00
FBgn0016047	4776.03.00	124.18.00	4620.37.00	0	97.28.00	3545.14.00	4753.08.00	60.08.00	3048.46.00	1930.52.00	73.54.00	3639.25.00
FBgn0016053	728.09.00	15539.17.00	1365.29.00	154.22.00	5823.58.00	1325.41.00	1366.51.00	7230.47.00	320.01.00	3630.51.00	45.14.00	26.32.00
FBgn0016054	243.17.00	9953.08.00	150.48.00	907.36.00	4260.29.00	1440.16.00	632.13.00	10247.14.00	3.36	1607.15.00	16530.46.00	610.13.00
FBgn0016059	48.13.00	48.2	122.18.00	112.39.00	77.35.00	104.12.00	194.56.00	85.29.00	202.56.00	132.22.00	202.01.00	191.18.00
FBgn0016061	10905.16.00	1512.48.00	1520.35.00	1136.19.00	1566.27.00	1326.05.00	1456.22.00	449.06.00	134.48.00	1042.42.00	143.05.00	1216.04.00
FBgn0016070	1382.44.00	1459.43.00	116.48.00	1636.09.00	12.14	76.04.00	45.42.00	241.41.00	1135.19.00	83.57.00	429.46.00	1555.51.00
FBgn0016075	915.59.00	109.53.00	1500.08.00	418.49.00	35.44.00	509.15.00	168.12.00	121.08.00	1077.45.00	685.42.00	55.54.00	743.07.00
FBgn0016076	22.53	1604.03.00	84.45.00	113.32.00	148.58.00	102.59.00	148.55.00	375.28.00	133.35.00	182.47.00	202.52.00	73.59.00
FBgn0016078	169.07.00	89.17.00	236.12.00	67.54.00	108.02.00	215.48.00	155.53.00	123.26.00	61.11.00	143.53.00	72.19.00	91.13.00
FBgn0016080	668.19.00	10947.14.00	13507.14.00	1653.58.00	12635.07.00	15205.24.00	597.11.00	1682.54.00	1115.32.00	6352.22.00	4186.55.00	7317.13.00
FBgn0016081	1357.14.00	70.32.00	167.12.00	129.07.00	1083.03.00	58.53.00	1528.43.00	38.13.00	121.41.00	152.35.00	1563.03.00	816.36.00
FBgn0016119	388.56.00	599.39.00	513.46.00	345.31.00	592.32.00	419.19.00	521.35.00	724.11.00	556.26.00	452.08.00	295.06.00	595.16.00
FBgn0016120	279.22.00	316.25.00	367.14.00	300.53.00	327.44.00	290.57.00	416.09.00	565.4	328.45.00	496.26.00	173.16.00	429.49.00
FBgn0016122	304.51.00	23.43	414.46.00	1213.25.00	178.11.00	153.53.00	15478.06.00	135.13.00	890.55.00	668.32.00	445.49.00	360.13.00
FBgn0016123	13865.16.00	480.58.00	7826.02.00	3484.26.00	3052.49.00	3121.19.00	0	196.02.00	10352.53.00	0	289.41.00	0
FBgn0016126	116.11.00	261.55.00	130.55.00	124.01.00	203.18.00	197.02.00	96.04.00	249.55.00	215.58.00	115.43.00	185.54.00	141.34.00
FBgn0016131	114.04.00	122.09.00	140.41.00	136.28.00	118.53.00	143.47.00	74.21.00	48.21.00	54.56.00	106.03.00	48.17.00	139.35.00
FBgn0016641	1304.29.00	1561.58.00	658.53.00	1216.57.00	578.15.00	572.05.00	412.29.00	1377.34.00	3.26	22.28	1287.59.00	531.42.00
FBgn0016650	3455.21.00	5343.27.00	7572.01.00	13967.43.00	370.45.00	11970.54.00	1631.25.00	2838.56.00	4582.18.00	2143.46.00	15317.38.00	15328.19.00
FBgn0016660	817.15.00	124.14.00	38.56.00	7450.23.00	199.08.00	1082.26.00	81.42.00	601.14.00	148.56.00	2544.17.00	6037.31.00	5125.48.00
FBgn0016672	51.31.00	197.33.00	117.54.00	110.21.00	250.35.00	217.39.00	84.15.00	182.02.00	148.02.00	143.18.00	168.33.00	141.03.00
FBgn0016675	1098.39.00	5559.38.00	8482.25.00	6523.16.00	11483.58.00	15862.33.00	0	4315.37.00	2252.17.00	0	71.18.00	2373.45.00
FBgn0016684	832.34.00	11922.17.00	730.09.00	146.11.00	58.51.00	753.31.00	1602.56.00	6973.08.00	514.32.00	83.18.00	9364.42.00	1091.21.00
FBgn0016685	655.57.00	60.51.00	709.37.00	661.01.00	171.47.00	587.02.00	1079.45.00	94.08.00	681.45.00	1071.31.00	132.41.00	987.23.00
FBgn0016687	389.23.00	164.31.00	414.11.00	377.47.00	224.13.00	373.41.00	462.01.00	122.02.00	416.46.00	392.21.00	196.56.00	488.45.00
FBgn0016691	368.05.00	361.53.00	373.01.00	348.57.00	537.39.00	313.14.00	433.34.00	634.11.00	415.15.00	403.25.00	197.48.00	435.03.00
FBgn0016693	160.11.00	65.28.00	102.53.00	30.17.00	226.39.00	121.28.00	114.21.00	129.13.00	66.19.00	82.05.00	226.24.00	231.37.00
FBgn0016694	844.48.00	122.25.00	538.05.00	639.32.00	57.36.00	388.31.00	34.24.00	64.39.00	11.23	1496.47.00	68.28.00	169.36.00
FBgn0016696	139.21.00	92.52.00	132.53.00	84.11.00	137.05.00	200.52.00	174.51.00	79.45.00	139.29.00	88.44.00	36.24.00	154.14.00
FBgn0016697	328.32.00	153.41.00	371.44.00	320.14.00	145.04.00	291.22.00	370.29.00	136.09.00	478.14.00	348.41.00	163.19.00	426.37.00
FBgn0016698	60.58.00	943.03.00	93.28.00	125.18.00	81.06.00	87.22.00	144.42.00	93.44.00	72.52.00	169.59.00	840.05.00	119.15.00
FBgn0016700	171.51.00	253.46.00	296.49.00	173.53.00	248.39.00	286.43.00	230.03.00	166.49.00	287.25.00	196.18.00	189.41.00	294.43.00
FBgn0016701	106.19.00	214.08.00	103.24.00	111.49.00	143.39.00	126.59.00	117.01.00	111.18.00	113.04.00	209.38.00	143.45.00	109.42.00
FBgn0016715	1399.04.00	990.34.00	425.12.00	1596.23.00	1168.11.00	167.09.00	963.55.00	1305.02.00	1101.49.00	1173.33.00	112.32.00	65.22.00
FBgn0016726	12521.4	7585.18.00	9704.09.00	11635.2	4685.16.00	10796.4	9218.02.00	6804.45.00	11478.3	6165.25.00	3851.53.00	10324.1
FBgn0016754	577.41.00	110.28.00	128.49.00	168.23.00	64.24.00	191.48.00	586.44.00	854.08.00	100.32.00	142.48.00	158.31.00	378.08.00
FBgn0016756	161.27.00	132.29.00	197.38.00	44.08.00	87.37.00	142.34.00	64.18.00	95.03.00	63.43.00	185.01.00	119.24.00	164.17.00
FBgn0016762	163.19.00	118.47.00	154.07.00	121.22.00	1613.29.00	125.24.00	164.05.00	140.46.00	136.49.00	28.32.00	961.52.00	17.34
FBgn0016794	160.36.00	53.51.00	106.37.00	55.37.00	69.19.00	163.49.00	150.19.00	88.29.00	46.46.00	40.42.00	181.33.00	39.57.00
FBgn0016797	164.28.00	89.05.00	123.34.00	238.35.00	43.01.00	162.56.00	244.18.00	44.14.00	117.42.00	188.47.00	104.01.00	143.07.00
FBgn0016917	72.22.00	192.48.00	159.02.00	74.14.00	98.03.00	62.06.00	73.26.00	87.11.00	186.04.00	110.12.00	38.23.00	129.56.00
FBgn0016919	13716.25.00	186.45.00	2505.25.00	7460.46.00	14980.04.00	2406.25.00	3049.49.00	755.14.00	13626.52.00	2298.04.00	1341.28.00	4163.21.00
FBgn0016920	15288.11.00	1038.42.00	3123.26.00	661.39.00	1136.46.00	121.05.00	7727.22.00	6452.42.00	8491.25.00	5806.44.00	9882.46.00	2039.55.00
FBgn0016926	123.07.00	187.43.00	119.02.00	111.04.00	39.06.00	35.03.00	89.16.00	83.02.00	137.44.00	85.29.00	163.36.00	197.48.00
FBgn0016930	80.03.00	113.18.00	144.11.00	188.32.00	51.16.00	109.54.00	201.35.00	157.18.00	174.32.00	200.07.00	141.13.00	95.33.00
FBgn0016970	107.08.00	94.01.00	599.55.00	58.52.00	1401.39.00	1328.23.00	79.52.00	112.42.00	551.07.00	155.32.00	76.41.00	16.43
FBgn0016975	8662.47.00	29.36.00	1705.06.00	14630.01.00	122.27.00	155.17.00	2613.44.00	9911.09.00	2047.03.00	13262.51.00	9746.34.00	8424.15.00
FBgn0016976	8662.47.00	29.36.00	1705.06.00	14630.01.00	122.27.00	155.17.00	2613.44.00	9911.09.00	2047.03.00	13262.51.00	9746.34.00	8424.15.00
FBgn0016977	326.48.00	1064.01.00	99.04.00	25.24.00	712.11.00	76.54.00	79.52.00	550.19.00	85.45.00	36.13.00	126.33.00	87.09.00
FBgn0016978	184.31.00	115.24.00	56.23.00	111.54.00	109.57.00	205.12.00	183.41.00	149.23.00	59.48.00	61.15.00	124.09.00	152.43.00
FBgn0016983	179.44.00	25.01.00	164.08.00	239.02.00	89.51.00	188.44.00	128.26.00	1450.23.00	108.56.00	125.06.00	89.23.00	143.38.00
FBgn0016984	145.58.00	41.35.00	55.21.00	35.32.00	681.42.00	38.36.00	40.13.00	53.42.00	151.48.00	139.25.00	123.27.00	21.07
FBgn0017414	60.22.00	89.14.00	75.49.00	65.41.00	175.53.00	84.25.00	82.38.00	68.43.00	186.11.00	109.08.00	64.03.00	28.05.00
FBgn0017418	1175.05.00	159.57.00	84.59.00	177.49.00	158.56.00	180.16.00	69.41.00	1625.15.00	104.31.00	67.47.00	163.05.00	72.11.00
FBgn0017424	1076.23.00	8728.33.00	13568.59.00	4447.58.00	4022.02.00	11481.23.00	2526.55.00	5768.28.00	9150.24.00	0	3160.07.00	1706.26.00
FBgn0017429	1347.05.00	49.51.00	14.23	39.25.00	66.27.00	79.06.00	145.05.00	26.49.00	827.21.00	32.06.00	647.47.00	114.26.00
FBgn0017430	73.17.00	66.41.00	104.46.00	65.12.00	20.39	135.12.00	139.11.00	140.39.00	68.17.00	189.46.00	20.04	66.03.00
FBgn0017448	4963.28.00	1295.38.00	5885.59.00	9601.34.00	2818.42.00	4959.47.00	2839.58.00	1945.55.00	841.33.00	0	1545.56.00	0
FBgn0017456	11685.25.00	66.35.00	645.06.00	0	16289.57.00	181.22.00	0	8816.15.00	9157.57.00	0	4660.35.00	7980.51.00
FBgn0017457	211.21.00	28.22.00	58.26.00	218.56.00	27.18.00	207.54.00	152.21.00	147.43.00	208.01.00	93.39.00	41.29.00	182.17.00
FBgn0017482	1002.45.00	6.25	615.58.00	1237.12.00	606.36.00	1407.47.00	106.22.00	374.06.00	840.46.00	1425.36.00	879.53.00	1473.08.00
FBgn0017545	5676.52.00	2207.12.00	5421.01.00	6199.13.00	2471.39.00	5821.9	5450.53.00	2264.14.00	4868.1	5146.03.00	2003.55.00	5665.24.00
FBgn0017550	116.41.00	71.25.00	64.02.00	98.59.00	83.26.00	147.41.00	183.46.00	21.14	181.48.00	102.12.00	51.59.00	144.39.00
FBgn0017551	42.58.00	1575.09.00	40.21.00	107.14.00	1415.27.00	41.35.00	182.58.00	105.01.00	18.38	115.35.00	1356.07.00	27.48.00
FBgn0017556	6647.27.00	5041.51.00	6106.49.00	7162.24.00	11594.46.00	13592.29.00	0	0	8918.14.00	0	1826.49.00	13379.55.00
FBgn0017558	1101.17.00	181.01.00	129.17.00	180.09.00	161.28.00	45.27.00	20.54	19.06	130.48.00	57.48.00	150.44.00	1658.49.00
FBgn0017561	9859.24.00	5167.41.00	9182.03.00	12926.46.00	10055.17.00	14034.16.00	6382.27.00	12898.32.00	11828.19.00	7532.23.00	4514.33.00	67.51.00
FBgn0017566	40.27.00	92.11.00	82.05.00	107.28.00	245.42.00	55.41.00	138.25.00	219.49.00	49.22.00	175.31.00	159.18.00	53.17.00
FBgn0017567	131.19.00	131.55.00	82.17.00	125.26.00	181.39.00	101.04.00	106.33.00	191.14.00	98.32.00	198.49.00	79.43.00	101.26.00
FBgn0017572	169.44.00	67.13.00	181.36.00	189.06.00	44.45.00	122.46.00	97.18.00	44.43.00	226.59.00	137.34.00	166.47.00	81.22.00
FBgn0017577	86.52.00	14385.42.00	14.04	141.39.00	52.54.00	49.23.00	84.35.00	3259.55.00	84.49.00	176.13.00	2496.42.00	44.07.00
FBgn0017578	127.02.00	206.49.00	68.07.00	147.46.00	191.57.00	88.18.00	126.33.00	96.32.00	179.52.00	140.12.00	108.43.00	240.52.00
FBgn0017579	5869.37.00	3002.35.00	4904.41.00	5458.01.00	1929.16.00	5272.09.00	6061.28.00	2822.03.00	6801.24.00	5399.26.00	1904.03.00	6067.58.00
FBgn0017581	62.09.00	153.05.00	137.28.00	123.07.00	115.03.00	82.49.00	233.54.00	117.57.00	180.06.00	164.29.00	108.41.00	55.34.00
FBgn0017590	7475.08.00	88.28.00	501.24.00	148.19.00	160.12.00	152.16.00	13032.26.00	886.11.00	2248.17.00	1645.24.00	533.48.00	3265.54.00
FBgn0019624	397.02.00	1011.51.00	327.41.00	370.17.00	868.13.00	354.37.00	460.09.00	1175.12.00	465.18.00	402.26.00	414.21.00	476.29.00
FBgn0019637	28.28.00	1603.39.00	34.38.00	137.19.00	144.33.00	91.09.00	184.07.00	1162.12.00	94.18.00	175.46.00	1196.34.00	173.26.00
FBgn0019643	10371.09.00	104.32.00	272.05.00	904.58.00	105.54.00	124.26.00	6778.39.00	122.08.00	814.55.00	14173.03.00	1096.07.00	16251.56.00
FBgn0019644	278.41.00	377.57.00	284.43.00	249.33.00	405.07.00	233.43.00	400.58.00	530.06.00	342.32.00	339.39.00	192.16.00	360.05.00
FBgn0019650	31.14.00	810.23.00	51.56.00	218.28.00	180.31.00	149.59.00	2326.25.00	2078.06.00	239.05.00	0	4209.26.00	819.23.00
FBgn0019660	320.42.00	248.03.00	167.11.00	306.45.00	145.23.00	171.37.00	107.59.00	108.21.00	108.09.00	187.15.00	122.29.00	80.57.00
FBgn0019661	193.52.00	139.07.00	160.39.00	272.03.00	216.25.00	280.49.00	118.41.00	191.22.00	153.15.00	141.41.00	129.15.00	108.38.00
FBgn0019662	919.39.00	114.25.00	128.04.00	21.02	40.14.00	179.08.00	108.13.00	114.12.00	89.41.00	27.02.00	120.03.00	59.03.00
FBgn0019686	85.29.00	223.37.00	98.32.00	41.45.00	447.46.00	156.16.00	97.15.00	1464.32.00	53.21.00	172.16.00	1000.01.00	62.53.00
FBgn0019809	3176.58.00	0	2007.38.00	4428.19.00	1933.16.00	779.35.00	7898.01.00	8267.17.00	987.27.00	0	14741.45.00	0
FBgn0019828	1423.37.00	49.43.00	88.26.00	6983.04.00	6120.16.00	2657.45.00	0	5089.11.00	134.16.00	0	2047.01.00	2074.24.00
FBgn0019830	162.17.00	45.05.00	138.33.00	61.04.00	67.35.00	121.12.00	184.45.00	122.38.00	130.08.00	108.48.00	41.36.00	115.54.00
FBgn0019886	1166.21.00	141.13.00	111.44.00	74.55.00	135.14.00	124.09.00	41.24.00	119.46.00	157.03.00	33.12.00	75.17.00	1446.16.00
FBgn0019890	87.44.00	43.27.00	68.27.00	150.15.00	39.54.00	193.44.00	57.38.00	66.39.00	149.45.00	71.51.00	127.58.00	85.19.00
FBgn0019925	144.35.00	100.32.00	186.39.00	215.17.00	137.52.00	150.41.00	128.01.00	213.45.00	153.22.00	153.05.00	118.27.00	166.09.00
FBgn0019928	0	1010.08.00	4502.17.00	0	0	2950.13.00	0	0	0	0	0	0
FBgn0019929	1151.36.00	267.21.00	0	0	166.32.00	0	0	1577.41.00	0	0	16413.03.00	8380.15.00
FBgn0019932	210.41.00	63.13.00	41.26.00	88.31.00	119.35.00	206.53.00	137.05.00	178.02.00	43.02.00	44.59.00	117.29.00	37.13.00
FBgn0019936	3495.56.00	1188.28.00	3399.11.00	3390.19.00	1131.34.00	3065.31.00	4497.33.00	1441.42.00	3786.26.00	4616.56.00	1025.38.00	4515.08.00
FBgn0019938	176.36.00	62.13.00	150.41.00	137.14.00	865.56.00	23.54	188.47.00	1171.42.00	13.18	34.41.00	681.32.00	15.43
FBgn0019940	4322.41.00	707.09.00	2539.03.00	11112.03.00	1132.46.00	2050.26.00	7285.58.00	681.05.00	2092.57.00	4674.02.00	1167.15.00	0
FBgn0019947	105.44.00	67.28.00	123.56.00	110.13.00	74.37.00	127.37.00	163.44.00	56.27.00	97.55.00	125.02.00	72.34.00	109.44.00
FBgn0019948	52.45.00	69.16.00	160.58.00	106.14.00	112.07.00	91.39.00	142.24.00	109.23.00	105.07.00	87.55.00	136.22.00	224.47.00
FBgn0019949	82.43.00	221.26.00	150.52.00	59.48.00	48.05.00	19.31	134.48.00	1340.24.00	131.37.00	134.01.00	1091.46.00	90.13.00
FBgn0019952	16.12	16.06	376.01.00	1381.16.00	112.48.00	1367.53.00	1414.37.00	641.37.00	432.52.00	1520.57.00	27.32.00	777.44.00
FBgn0019957	183.25.00	171.49.00	194.04.00	97.24.00	108.01.00	101.51.00	128.37.00	155.23.00	196.54.00	138.42.00	157.32.00	66.17.00
FBgn0019960	109.52.00	191.12.00	138.04.00	163.46.00	126.43.00	46.33.00	155.34.00	193.22.00	107.37.00	173.22.00	109.31.00	57.04.00
FBgn0019968	258.05.00	178.14.00	23.31	112.19.00	149.13.00	126.11.00	150.58.00	1348.03.00	71.11.00	26.46.00	98.47.00	1410.41.00
FBgn0019972	58.54.00	20.59	132.15.00	76.06.00	32.25.00	71.35.00	80.19.00	123.31.00	159.59.00	166.15.00	54.26.00	213.54.00
FBgn0019982	124.44.00	114.37.00	72.52.00	59.24.00	184.38.00	20.22	30.58.00	156.18.00	48.16.00	26.18.00	1197.24.00	30.01.00
FBgn0019985	3155.47.00	944.03.00	8844.55.00	16321.45.00	1514.16.00	5035.29.00	8527.31.00	1625.19.00	15182.11.00	2271.15.00	906.14.00	4650.39.00
FBgn0019990	129.52.00	1106.44.00	28.24.00	146.45.00	1066.04.00	1006.55.00	137.39.00	260.05.00	1601.33.00	184.15.00	1520.51.00	469.33.00
FBgn0020018	54.11.00	1314.53.00	121.25.00	174.11.00	1110.56.00	355.28.00	138.18.00	1350.56.00	108.03.00	24.55.00	613.09.00	56.22.00
FBgn0020224	102.37.00	109.38.00	192.54.00	145.23.00	34.21.00	112.38.00	99.03.00	12.27	124.36.00	190.29.00	130.44.00	131.05.00
FBgn0020235	265.48.00	274.03.00	340.38.00	253.55.00	388.31.00	276.12.00	379.35.00	509.22.00	312.27.00	380.08.00	162.42.00	368.46.00
FBgn0020236	91.47.00	34.58.00	141.14.00	208.42.00	107.49.00	193.33.00	211.51.00	72.49.00	100.05.00	90.23.00	34.21.00	55.14.00
FBgn0020238	764.09.00	261.34.00	1135.29.00	1054.22.00	366.06.00	997.26.00	1360.38.00	126.23.00	960.33.00	1731.04.00	205.18.00	1095.02.00
FBgn0020248	3769.16.00	226.25.00	10559.15.00	808.21.00	15937.14.00	725.19.00	330.38.00	4669.57.00	4999.05.00	11617.55.00	2991.46.00	4287.21.00
FBgn0020249	157.39.00	217.51.00	149.06.00	145.13.00	59.33.00	58.53.00	84.59.00	133.55.00	216.24.00	200.31.00	112.33.00	168.07.00
FBgn0020251	336.18.00	926.22.00	19.56	1498.49.00	22.37	22.04	804.44.00	601.07.00	1404.53.00	20.31	1485.06.00	331.13.00
FBgn0020255	719.33.00	209.03.00	711.19.00	653.57.00	250.01.00	667.45.00	1046.01.00	109.19.00	687.08.00	904.23.00	114.39.00	856.07.00
FBgn0020257	80.59.00	170.08.00	146.11.00	104.29.00	129.43.00	75.17.00	223.23.00	503.42.00	195.16.00	236.31.00	1107.43.00	161.12.00
FBgn0020258	187.31.00	975.25.00	2602.23.00	2339.29.00	5423.41.00	3203.45.00	1318.45.00	1261.42.00	3708.18.00	501.05.00	16585.56.00	16562.57.00
FBgn0020261	41.38.00	132.36.00	97.49.00	95.54.00	710.23.00	55.24.00	162.34.00	495.23.00	100.52.00	184.28.00	190.37.00	113.19.00
FBgn0020269	9268.53.00	110.46.00	419.37.00	510.58.00	167.54.00	260.02.00	7934.06.00	14.28	260.08.00	16465.39.00	395.07.00	7697.13.00
FBgn0020270	24.02.00	681.55.00	174.06.00	69.43.00	442.03.00	109.04.00	172.31.00	209.25.00	52.38.00	42.12.00	930.51.00	31.33.00
FBgn0020272	42.46.00	16149.27.00	507.43.00	1423.26.00	1104.49.00	1181.53.00	61.41.00	16625.32.00	1061.33.00	23.16	1131.54.00	918.24.00
FBgn0020277	3212.33.00	10020.44.00	2749.29.00	3352.27.00	412.38.00	6623.41.00	1707.02.00	14604.22.00	1476.02.00	7533.49.00	2575.48.00	9261.15.00
FBgn0020278	42.58.00	157.17.00	179.32.00	107.46.00	92.29.00	66.47.00	67.21.00	136.37.00	108.56.00	36.57.00	40.53.00	13.12
FBgn0020279	242.29.00	67.49.00	185.37.00	151.06.00	42.09.00	140.22.00	158.35.00	79.23.00	138.29.00	292.16.00	117.57.00	110.54.00
FBgn0020280	1535.42.00	11318.25.00	1874.26.00	0	3481.48.00	4150.59.00	0	6265.52.00	7950.28.00	0	0	7649.34.00
FBgn0020294	79.49.00	54.16.00	192.27.00	185.16.00	70.46.00	56.39.00	179.47.00	46.42.00	67.47.00	166.34.00	38.04.00	130.37.00
FBgn0020299	1592.41.00	94.33.00	21.01	1253.07.00	44.33.00	12.41	87.46.00	177.18.00	102.26.00	179.06.00	1347.16.00	1289.16.00
FBgn0020300	39.16.00	133.53.00	203.21.00	203.32.00	120.57.00	239.08.00	37.04.00	192.44.00	165.29.00	121.16.00	196.44.00	98.38.00
FBgn0020304	176.15.00	70.54.00	106.49.00	104.12.00	119.28.00	85.49.00	184.15.00	154.34.00	64.53.00	214.03.00	151.28.00	205.22.00
FBgn0020305	48.16.00	137.11.00	109.41.00	53.16.00	65.31.00	114.22.00	158.29.00	127.26.00	114.49.00	66.17.00	69.24.00	123.36.00
FBgn0020306	112.25.00	311.59.00	71.06.00	60.56.00	9.17	192.16.00	59.04.00	1642.47.00	160.23.00	95.46.00	221.55.00	137.59.00
FBgn0020307	1060.15.00	11124.31.00	87.07.00	69.04.00	147.27.00	96.08.00	58.31.00	22.12	199.35.00	180.01.00	547.05.00	120.38.00
